comment_id,comment_text,sentiment,stance,topic,source,project_name,date_submitted,provenance_url
CMT38801,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Positive,Support,Environment,NGO_submission,Irrigation Canal Project,03-09-2025,https://example.org/NGO_submission/Irrigation_Canal_Project/38801
CMT24670,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Conditional Support,Infrastructure,Manthan_compilation,Afforestation Program,04-07-2023,https://example.org/Manthan_compilation/Afforestation_Program/24670
CMT44234,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Negative,Conditional Support,Biodiversity,MoEFCC_attachment,Mining Lease Proposal,24-10-2023,https://example.org/MoEFCC_attachment/Mining_Lease_Proposal/44234
CMT31920,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Positive,Suggestion Only,Waste Management,MyGov_discussion,Riverfront Development Project,02-02-2025,https://example.org/MyGov_discussion/Riverfront_Development_Project/31920
CMT07135,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Positive,Conditional Support,Governance,MyGov_discussion,Industrial Park Phase II,03-10-2024,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/7135
CMT33705,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Maharashtra.,Mixed,Oppose,Infrastructure,Manthan_compilation,Coastal Highway,31-07-2025,https://example.org/Manthan_compilation/Coastal_Highway/33705
CMT29661,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Oppose,Transport,Manthan_compilation,Plastic Recycling Facility,03-10-2024,https://example.org/Manthan_compilation/Plastic_Recycling_Facility/29661
CMT17894,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Support,Education,MoEFCC_attachment,Hydropower Dam Project,30-08-2024,https://example.org/MoEFCC_attachment/Hydropower_Dam_Project/17894
CMT22019,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Negative,Suggestion Only,Tribal Rights,NGO_submission,Thermal Power Expansion,09-10-2023,https://example.org/NGO_submission/Thermal_Power_Expansion/22019
CMT13539,"There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats. Additionally, Please ensure that solid waste management plans comply with SWM rules and include segregation at source.",Mixed,Oppose,Livelihood,NGO_submission,Coastal Highway,06-12-2023,https://example.org/NGO_submission/Coastal_Highway/13539
CMT43119,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Positive,Suggestion Only,Biodiversity,Manthan_compilation,Irrigation Canal Project,26-08-2024,https://example.org/Manthan_compilation/Irrigation_Canal_Project/43119
CMT36421,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Negative,Support,Pollution,MoEFCC_attachment,Afforestation Program,30-03-2024,https://example.org/MoEFCC_attachment/Afforestation_Program/36421
CMT09406,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Oppose,Land Acquisition,MoEFCC_attachment,Mining Lease Proposal,19-04-2024,https://example.org/MoEFCC_attachment/Mining_Lease_Proposal/9406
CMT13414,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Mixed,Conditional Support,Infrastructure,Manthan_compilation,Hydropower Dam Project,21-02-2025,https://example.org/Manthan_compilation/Hydropower_Dam_Project/13414
CMT06721,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.  iska samadhan jaldi chahiye.,Mixed,Oppose,Waste Management,MoEFCC_attachment,Riverfront Development Project,15-02-2024,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/6721
CMT15602,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Negative,Conditional Support,Environment,Manthan_compilation,Solar Park Initiative,01-07-2024,https://example.org/Manthan_compilation/Solar_Park_Initiative/15602
CMT44744,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.  iska samadhan jaldi chahiye.,Mixed,Oppose,Land Acquisition,MoEFCC_attachment,Urban Metro Line,24-06-2025,https://example.org/MoEFCC_attachment/Urban_Metro_Line/44744
CMT31139,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Mixed,Conditional Support,Infrastructure,Manthan_compilation,Afforestation Program,21-01-2025,https://example.org/Manthan_compilation/Afforestation_Program/31139
CMT02730,The proposed Afforestation Program will create jobs but the EIA report fails to address long-term pollution impacts near Tamil Nadu.,Negative,Oppose,Tribal Rights,Manthan_compilation,Afforestation Program,10-01-2025,https://example.org/Manthan_compilation/Afforestation_Program/2730
CMT38243,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.  is issue bahut important hai.,Neutral,Conditional Support,Water Management,MyGov_discussion,Industrial Park Phase II,27-11-2025,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/38243
CMT29626,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Neutral,Oppose,Waste Management,MoEFCC_attachment,Mining Lease Proposal,16-03-2024,https://example.org/MoEFCC_attachment/Mining_Lease_Proposal/29626
CMT47895,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Mixed,Conditional Support,Waste Management,MyGov_discussion,Waste-to-Energy Plant,04-12-2022,https://example.org/MyGov_discussion/Waste-to-Energy_Plant/47895
CMT42091,The proposed site is too close to residential areas and risks public health due to air and noise pollution.  yeh hamare liye zaroori hai.,Negative,Suggestion Only,Education,NGO_submission,Hydropower Dam Project,30-07-2025,https://example.org/NGO_submission/Hydropower_Dam_Project/42091
CMT36400,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Oppose,Environment,NGO_submission,Plastic Recycling Facility,03-11-2023,https://example.org/NGO_submission/Plastic_Recycling_Facility/36400
CMT06245,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Oppose,Governance,MoEFCC_attachment,Afforestation Program,20-03-2024,https://example.org/MoEFCC_attachment/Afforestation_Program/6245
CMT05546,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Mixed,Support,Infrastructure,MoEFCC_attachment,Coastal Highway,04-05-2025,https://example.org/MoEFCC_attachment/Coastal_Highway/5546
CMT04065,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Positive,Conditional Support,Biodiversity,MyGov_discussion,Urban Metro Line,22-04-2023,https://example.org/MyGov_discussion/Urban_Metro_Line/4065
CMT12852,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Negative,Conditional Support,Tribal Rights,NGO_submission,Irrigation Canal Project,02-05-2023,https://example.org/NGO_submission/Irrigation_Canal_Project/12852
CMT21803,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Positive,Conditional Support,Education,NGO_submission,Urban Metro Line,12-03-2024,https://example.org/NGO_submission/Urban_Metro_Line/21803
CMT41164,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Mixed,Support,Education,MoEFCC_attachment,Solar Park Initiative,13-07-2024,https://example.org/MoEFCC_attachment/Solar_Park_Initiative/41164
CMT06233,"The public hearing process lacked transparency; many villagers did not receive notice and could not participate. Additionally, The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.",Mixed,Neutral,Land Acquisition,NGO_submission,Solar Park Initiative,14-07-2023,https://example.org/NGO_submission/Solar_Park_Initiative/6233
CMT03863,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Neutral,Support,Governance,Manthan_compilation,Riverfront Development Project,07-05-2024,https://example.org/Manthan_compilation/Riverfront_Development_Project/3863
CMT35095,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Mixed,Oppose,Land Acquisition,MoEFCC_attachment,Industrial Park Phase II,19-11-2023,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/35095
CMT40196,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Neutral,Conditional Support,Livelihood,Manthan_compilation,Irrigation Canal Project,17-10-2022,https://example.org/Manthan_compilation/Irrigation_Canal_Project/40196
CMT39251,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Conditional Support,Pollution,Manthan_compilation,Industrial Park Phase II,28-01-2023,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/39251
CMT06218,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Positive,Conditional Support,Pollution,MoEFCC_attachment,Urban Metro Line,30-07-2024,https://example.org/MoEFCC_attachment/Urban_Metro_Line/6218
CMT36776,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Positive,Suggestion Only,Biodiversity,MoEFCC_attachment,Industrial Park Phase II,18-07-2024,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/36776
CMT42977,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.  is issue bahut important hai.,Mixed,Support,Land Acquisition,MoEFCC_attachment,Industrial Park Phase II,12-11-2025,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/42977
